Java HotSpot(TM) 64-Bit Server VM (25.121-b13) for windows-amd64 JRE (1.8.0_121-b13), built on Dec 12 2016 18:21:36 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 33227016k(16222872k free), swap 44237064k(18807780k free)
CommandLine flags: -XX:InitialHeapSize=209715200 -XX:MaxHeapSize=209715200 -XX:MaxNewSize=104857600 -XX:NewSize=104857600 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2022-08-16T18:21:16.204+0800: 3.848: [Full GC (Ergonomics) [PSYoungGen: 76745K->66655K(89600K)] [ParOldGen: 101738K->101779K(102400K)] 178484K->168434K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0343256 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.244+0800: 3.888: [Full GC (Ergonomics) [PSYoungGen: 76798K->67694K(89600K)] [ParOldGen: 101779K->101776K(102400K)] 178578K->169471K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0364708 secs] [Times: user=0.14 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:16.282+0800: 3.927: [Full GC (Ergonomics) [PSYoungGen: 76136K->67694K(89600K)] [ParOldGen: 101776K->101776K(102400K)] 177912K->169471K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0341811 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.318+0800: 3.963: [Full GC (Ergonomics) [PSYoungGen: 76202K->71783K(89600K)] [ParOldGen: 101776K->101783K(102400K)] 177979K->173567K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0327656 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.360+0800: 4.005: [Full GC (Ergonomics) [PSYoungGen: 76406K->45122K(89600K)] [ParOldGen: 101783K->101841K(102400K)] 178190K->146963K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0324820 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.408+0800: 4.053: [Full GC (Ergonomics) [PSYoungGen: 76239K->58482K(89600K)] [ParOldGen: 101841K->101851K(102400K)] 178080K->160333K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0398896 secs] [Times: user=0.19 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:16.454+0800: 4.099: [Full GC (Ergonomics) [PSYoungGen: 76691K->58483K(89600K)] [ParOldGen: 101851K->101861K(102400K)] 178542K->160344K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0321132 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.490+0800: 4.135: [Full GC (Ergonomics) [PSYoungGen: 76090K->62574K(89600K)] [ParOldGen: 101861K->101874K(102400K)] 177951K->164449K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0320301 secs] [Times: user=0.09 sys=0.02, real=0.03 secs] 
2022-08-16T18:21:16.526+0800: 4.170: [Full GC (Ergonomics) [PSYoungGen: 76361K->59460K(89600K)] [ParOldGen: 101874K->101924K(102400K)] 178236K->161384K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0337772 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.563+0800: 4.208: [Full GC (Ergonomics) [PSYoungGen: 75961K->63536K(89600K)] [ParOldGen: 101924K->101952K(102400K)] 177885K->165489K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0365796 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
